,school_district,Zip_code,Rank,State
12552,ABINGTON HEIGHTS SCHOOL DISTRICT,18615,470.0,Pennsylvania
12597,ABINGTON HEIGHTS SCHOOL DISTRICT,18653,470.0,Pennsylvania
12701,CENTRAL BUCKS SCHOOL DISTRICT,18901,141.0,Pennsylvania
12702,CENTRAL BUCKS SCHOOL DISTRICT,18902,141.0,Pennsylvania
12703,NEW HOPE-SOLEBURY SCHOOL DISTRICT,18902,198.0,Pennsylvania
12704,CENTRAL BUCKS SCHOOL DISTRICT,18912,141.0,Pennsylvania
12705,CENTRAL BUCKS SCHOOL DISTRICT,18913,141.0,Pennsylvania
12706,NEW HOPE-SOLEBURY SCHOOL DISTRICT,18913,198.0,Pennsylvania
12707,CENTRAL BUCKS SCHOOL DISTRICT,18914,141.0,Pennsylvania
12709,NORTH PENN SCHOOL DISTRICT,18915,448.0,Pennsylvania
12712,CENTRAL BUCKS SCHOOL DISTRICT,18923,141.0,Pennsylvania
12714,CENTRAL BUCKS SCHOOL DISTRICT,18925,141.0,Pennsylvania
12716,CENTRAL BUCKS SCHOOL DISTRICT,18929,141.0,Pennsylvania
12719,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,18930,308.0,Pennsylvania
12720,CENTRAL BUCKS SCHOOL DISTRICT,18932,141.0,Pennsylvania
12721,NORTH PENN SCHOOL DISTRICT,18932,448.0,Pennsylvania
12723,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,18935,308.0,Pennsylvania
12724,NORTH PENN SCHOOL DISTRICT,18936,448.0,Pennsylvania
12725,CENTRAL BUCKS SCHOOL DISTRICT,18938,141.0,Pennsylvania
12727,NEW HOPE-SOLEBURY SCHOOL DISTRICT,18938,198.0,Pennsylvania
12733,CENTRAL BUCKS SCHOOL DISTRICT,18944,141.0,Pennsylvania
12735,CENTRAL BUCKS SCHOOL DISTRICT,18947,141.0,Pennsylvania
12741,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,18951,308.0,Pennsylvania
12745,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,18955,308.0,Pennsylvania
12748,NORTH PENN SCHOOL DISTRICT,18964,448.0,Pennsylvania
12751,CENTENNIAL SCHOOL DISTRICT,18966,440.0,Minnesota
12755,QUAKERTOWN COMMUNITY SCHOOL DISTRICT,18970,308.0,Pennsylvania
12757,CENTENNIAL SCHOOL DISTRICT,18974,440.0,Minnesota
12758,CENTRAL BUCKS SCHOOL DISTRICT,18974,141.0,Pennsylvania
12760,CENTRAL BUCKS SCHOOL DISTRICT,18976,141.0,Pennsylvania
12765,UPPER DUBLIN SCHOOL DISTRICT,19001,97.0,Pennsylvania
12766,WISSAHICKON SCHOOL DISTRICT,19002,196.0,Pennsylvania
12767,HATBORO-HORSHAM SCHOOL DISTRICT,19002,273.0,Pennsylvania
12768,COLONIAL SCHOOL DISTRICT,19002,140.0,Pennsylvania
12769,UPPER DUBLIN SCHOOL DISTRICT,19002,97.0,Pennsylvania
12770,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19003,228.0,Pennsylvania
12771,LOWER MERION SCHOOL DISTRICT,19003,42.0,Pennsylvania
12772,LOWER MERION SCHOOL DISTRICT,19004,42.0,Pennsylvania
12775,CENTENNIAL SCHOOL DISTRICT,19006,440.0,Minnesota
12776,LOWER MORELAND TOWNSHIP SCHOOL DISTRICT,19006,214.0,Pennsylvania
12783,RADNOR TOWNSHIP SCHOOL DISTRICT,19008,56.0,Pennsylvania
12785,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19010,228.0,Pennsylvania
12786,LOWER MERION SCHOOL DISTRICT,19010,42.0,Pennsylvania
12787,RADNOR TOWNSHIP SCHOOL DISTRICT,19010,56.0,Pennsylvania
12788,CHELTENHAM TOWNSHIP SCHOOL DISTRICT,19012,424.0,Pennsylvania
12793,GARNET VALLEY SCHOOL DISTRICT,19014,230.0,Pennsylvania
12797,ROSE TREE MEDIA SCHOOL DISTRICT,19015,229.0,Pennsylvania
12798,GARNET VALLEY SCHOOL DISTRICT,19017,230.0,Pennsylvania
12807,UPPER DUBLIN SCHOOL DISTRICT,19025,97.0,Pennsylvania
12808,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19026,228.0,Pennsylvania
12811,CHELTENHAM TOWNSHIP SCHOOL DISTRICT,19027,424.0,Pennsylvania
12816,COLONIAL SCHOOL DISTRICT,19031,140.0,Pennsylvania
12817,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19031,285.0,Pennsylvania
12818,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19031,471.0,Pennsylvania
12821,COLONIAL SCHOOL DISTRICT,19034,140.0,Pennsylvania
12822,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19034,285.0,Pennsylvania
12823,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19034,471.0,Pennsylvania
12824,UPPER DUBLIN SCHOOL DISTRICT,19034,97.0,Pennsylvania
12825,LOWER MERION SCHOOL DISTRICT,19035,42.0,Pennsylvania
12829,CHELTENHAM TOWNSHIP SCHOOL DISTRICT,19038,424.0,Pennsylvania
12830,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19038,285.0,Pennsylvania
12831,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19038,471.0,Pennsylvania
12832,UPPER DUBLIN SCHOOL DISTRICT,19038,97.0,Pennsylvania
12833,CENTENNIAL SCHOOL DISTRICT,19040,440.0,Minnesota
12834,HATBORO-HORSHAM SCHOOL DISTRICT,19040,273.0,Pennsylvania
12836,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19041,228.0,Pennsylvania
12837,LOWER MERION SCHOOL DISTRICT,19041,42.0,Pennsylvania
12839,HATBORO-HORSHAM SCHOOL DISTRICT,19044,273.0,Pennsylvania
12842,JENKINTOWN SCHOOL DISTRICT,19046,197.0,Pennsylvania
12843,LOWER MORELAND TOWNSHIP SCHOOL DISTRICT,19046,214.0,Pennsylvania
12851,CENTENNIAL SCHOOL DISTRICT,19053,440.0,Minnesota
12865,GARNET VALLEY SCHOOL DISTRICT,19060,230.0,Pennsylvania
12867,GARNET VALLEY SCHOOL DISTRICT,19063,230.0,Pennsylvania
12870,ROSE TREE MEDIA SCHOOL DISTRICT,19063,229.0,Pennsylvania
12871,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,19063,147.0,Pennsylvania
12873,SPRINGFIELD SCHOOL DISTRICT,19064,285.0,Pennsylvania
12874,SPRINGFIELD SCHOOL DISTRICT,19064,471.0,Pennsylvania
12875,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,19064,147.0,Pennsylvania
12876,LOWER MERION SCHOOL DISTRICT,19066,42.0,Pennsylvania
12882,SPRINGFIELD SCHOOL DISTRICT,19070,285.0,Pennsylvania
12883,SPRINGFIELD SCHOOL DISTRICT,19070,471.0,Pennsylvania
12884,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,19070,147.0,Pennsylvania
12885,LOWER MERION SCHOOL DISTRICT,19072,42.0,Pennsylvania
12886,GREAT VALLEY SCHOOL DISTRICT,19073,234.0,Pennsylvania
12888,RADNOR TOWNSHIP SCHOOL DISTRICT,19073,56.0,Pennsylvania
12889,ROSE TREE MEDIA SCHOOL DISTRICT,19073,229.0,Pennsylvania
12891,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19075,285.0,Pennsylvania
12892,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19075,471.0,Pennsylvania
12893,UPPER DUBLIN SCHOOL DISTRICT,19075,97.0,Pennsylvania
12899,SPRINGFIELD SCHOOL DISTRICT,19081,285.0,Pennsylvania
12900,SPRINGFIELD SCHOOL DISTRICT,19081,471.0,Pennsylvania
12901,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,19081,147.0,Pennsylvania
12903,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19083,228.0,Pennsylvania
12904,LOWER MERION SCHOOL DISTRICT,19083,42.0,Pennsylvania
12906,LOWER MERION SCHOOL DISTRICT,19085,42.0,Pennsylvania
12907,RADNOR TOWNSHIP SCHOOL DISTRICT,19085,56.0,Pennsylvania
12908,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,19086,147.0,Pennsylvania
12910,RADNOR TOWNSHIP SCHOOL DISTRICT,19087,56.0,Pennsylvania
12911,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19087,101.0,Pennsylvania
12914,HATBORO-HORSHAM SCHOOL DISTRICT,19090,273.0,Pennsylvania
12915,UPPER DUBLIN SCHOOL DISTRICT,19090,97.0,Pennsylvania
12918,CHELTENHAM TOWNSHIP SCHOOL DISTRICT,19095,424.0,Pennsylvania
12919,HAVERFORD TOWNSHIP SCHOOL DISTRICT,19096,228.0,Pennsylvania
12920,LOWER MERION SCHOOL DISTRICT,19096,42.0,Pennsylvania
12934,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19118,285.0,Pennsylvania
12935,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19118,471.0,Pennsylvania
12968,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19150,285.0,Pennsylvania
12969,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19150,471.0,Pennsylvania
12974,GREAT VALLEY SCHOOL DISTRICT,19301,234.0,Pennsylvania
12975,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19301,101.0,Pennsylvania
12979,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19311,29.0,Pennsylvania
12980,GREAT VALLEY SCHOOL DISTRICT,19312,234.0,Pennsylvania
12982,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19312,101.0,Pennsylvania
12985,GARNET VALLEY SCHOOL DISTRICT,19317,230.0,Pennsylvania
12987,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19317,29.0,Pennsylvania
12988,WEST CHESTER AREA SCHOOL DISTRICT,19319,384.0,Pennsylvania
12990,DOWNINGTOWN AREA SCHOOL DISTRICT,19320,248.0,Pennsylvania
12992,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19320,29.0,Pennsylvania
12996,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19333,101.0,Pennsylvania
12998,DOWNINGTOWN AREA SCHOOL DISTRICT,19335,248.0,Pennsylvania
12999,WEST CHESTER AREA SCHOOL DISTRICT,19335,384.0,Pennsylvania
13000,DOWNINGTOWN AREA SCHOOL DISTRICT,19341,248.0,Pennsylvania
13001,GREAT VALLEY SCHOOL DISTRICT,19341,234.0,Pennsylvania
13002,WEST CHESTER AREA SCHOOL DISTRICT,19341,384.0,Pennsylvania
13003,GARNET VALLEY SCHOOL DISTRICT,19342,230.0,Pennsylvania
13004,ROSE TREE MEDIA SCHOOL DISTRICT,19342,229.0,Pennsylvania
13005,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19342,29.0,Pennsylvania
13006,WEST CHESTER AREA SCHOOL DISTRICT,19342,384.0,Pennsylvania
13008,DOWNINGTOWN AREA SCHOOL DISTRICT,19343,248.0,Pennsylvania
13012,DOWNINGTOWN AREA SCHOOL DISTRICT,19344,248.0,Pennsylvania
13016,GREAT VALLEY SCHOOL DISTRICT,19345,234.0,Pennsylvania
13018,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19348,29.0,Pennsylvania
13024,GREAT VALLEY SCHOOL DISTRICT,19355,234.0,Pennsylvania
13025,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19355,101.0,Pennsylvania
13026,WEST CHESTER AREA SCHOOL DISTRICT,19355,384.0,Pennsylvania
13037,GARNET VALLEY SCHOOL DISTRICT,19373,230.0,Pennsylvania
13038,WEST CHESTER AREA SCHOOL DISTRICT,19373,384.0,Pennsylvania
13040,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19375,29.0,Pennsylvania
13041,DOWNINGTOWN AREA SCHOOL DISTRICT,19380,248.0,Pennsylvania
13042,GREAT VALLEY SCHOOL DISTRICT,19380,234.0,Pennsylvania
13043,WEST CHESTER AREA SCHOOL DISTRICT,19380,384.0,Pennsylvania
13044,DOWNINGTOWN AREA SCHOOL DISTRICT,19382,248.0,Pennsylvania
13045,GREAT VALLEY SCHOOL DISTRICT,19382,234.0,Pennsylvania
13046,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19382,29.0,Pennsylvania
13047,WEST CHESTER AREA SCHOOL DISTRICT,19382,384.0,Pennsylvania
13048,WEST CHESTER AREA SCHOOL DISTRICT,19383,384.0,Pennsylvania
13051,UNIONVILLE-CHADDS FORD SCHOOL DISTRICT,19390,29.0,Pennsylvania
13053,METHACTON SCHOOL DISTRICT,19403,306.0,Pennsylvania
13057,WISSAHICKON SCHOOL DISTRICT,19422,196.0,Pennsylvania
13058,COLONIAL SCHOOL DISTRICT,19422,140.0,Pennsylvania
13059,DOWNINGTOWN AREA SCHOOL DISTRICT,19425,248.0,Pennsylvania
13060,GREAT VALLEY SCHOOL DISTRICT,19425,234.0,Pennsylvania
13063,METHACTON SCHOOL DISTRICT,19426,306.0,Pennsylvania
13064,PERKIOMEN VALLEY SCHOOL DISTRICT,19426,143.0,Pennsylvania
13065,SPRING-FORD AREA SCHOOL DISTRICT,19426,215.0,Pennsylvania
13066,LOWER MERION SCHOOL DISTRICT,19428,42.0,Pennsylvania
13067,COLONIAL SCHOOL DISTRICT,19428,140.0,Pennsylvania
13070,WISSAHICKON SCHOOL DISTRICT,19436,196.0,Pennsylvania
13071,WISSAHICKON SCHOOL DISTRICT,19437,196.0,Pennsylvania
13072,METHACTON SCHOOL DISTRICT,19438,306.0,Pennsylvania
13073,NORTH PENN SCHOOL DISTRICT,19438,448.0,Pennsylvania
13074,PERKIOMEN VALLEY SCHOOL DISTRICT,19438,143.0,Pennsylvania
13077,NORTH PENN SCHOOL DISTRICT,19440,448.0,Pennsylvania
13080,COLONIAL SCHOOL DISTRICT,19444,140.0,Pennsylvania
13081,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19444,285.0,Pennsylvania
13082,SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,19444,471.0,Pennsylvania
13083,METHACTON SCHOOL DISTRICT,19446,306.0,Pennsylvania
13084,NORTH PENN SCHOOL DISTRICT,19446,448.0,Pennsylvania
13085,SPRING-FORD AREA SCHOOL DISTRICT,19453,215.0,Pennsylvania
13086,WISSAHICKON SCHOOL DISTRICT,19454,196.0,Pennsylvania
13087,HATBORO-HORSHAM SCHOOL DISTRICT,19454,273.0,Pennsylvania
13088,NORTH PENN SCHOOL DISTRICT,19454,448.0,Pennsylvania
13089,SPRING-FORD AREA SCHOOL DISTRICT,19456,215.0,Pennsylvania
13091,GREAT VALLEY SCHOOL DISTRICT,19460,234.0,Pennsylvania
13092,METHACTON SCHOOL DISTRICT,19460,306.0,Pennsylvania
13095,SPRING-FORD AREA SCHOOL DISTRICT,19460,215.0,Pennsylvania
13096,TREDYFFRIN-EASTTOWN SCHOOL DISTRICT,19460,101.0,Pennsylvania
13097,WISSAHICKON SCHOOL DISTRICT,19462,196.0,Pennsylvania
13099,COLONIAL SCHOOL DISTRICT,19462,140.0,Pennsylvania
13103,SPRING-FORD AREA SCHOOL DISTRICT,19464,215.0,Pennsylvania
13105,SPRING-FORD AREA SCHOOL DISTRICT,19468,215.0,Pennsylvania
13108,PERKIOMEN VALLEY SCHOOL DISTRICT,19473,143.0,Pennsylvania
13110,SPRING-FORD AREA SCHOOL DISTRICT,19473,215.0,Pennsylvania
13111,PERKIOMEN VALLEY SCHOOL DISTRICT,19474,143.0,Pennsylvania
13114,SPRING-FORD AREA SCHOOL DISTRICT,19475,215.0,Pennsylvania
13115,WISSAHICKON SCHOOL DISTRICT,19477,196.0,Pennsylvania
13117,PERKIOMEN VALLEY SCHOOL DISTRICT,19492,143.0,Pennsylvania
13199,WILSON SCHOOL DISTRICT,19551,494.0,Pennsylvania
13210,WILSON SCHOOL DISTRICT,19565,494.0,Pennsylvania
13213,READING SCHOOL DISTRICT,19601,184.0,Massachusetts
13216,READING SCHOOL DISTRICT,19602,184.0,Massachusetts
13219,READING SCHOOL DISTRICT,19604,184.0,Massachusetts
13222,READING SCHOOL DISTRICT,19605,184.0,Massachusetts
13227,READING SCHOOL DISTRICT,19606,184.0,Massachusetts
13229,READING SCHOOL DISTRICT,19607,184.0,Massachusetts
13230,WILSON SCHOOL DISTRICT,19607,494.0,Pennsylvania
13234,WILSON SCHOOL DISTRICT,19608,494.0,Pennsylvania
13236,WILSON SCHOOL DISTRICT,19609,494.0,Pennsylvania
13239,READING SCHOOL DISTRICT,19610,184.0,Massachusetts
13240,WILSON SCHOOL DISTRICT,19610,494.0,Pennsylvania
13243,READING SCHOOL DISTRICT,19611,184.0,Massachusetts
13247,COLONIAL SCHOOL DISTRICT,19701,140.0,Pennsylvania
13250,COLONIAL SCHOOL DISTRICT,19702,140.0,Pennsylvania
13252,COLONIAL SCHOOL DISTRICT,19706,140.0,Pennsylvania
13255,COLONIAL SCHOOL DISTRICT,19709,140.0,Pennsylvania
13260,COLONIAL SCHOOL DISTRICT,19713,140.0,Pennsylvania
13264,COLONIAL SCHOOL DISTRICT,19720,140.0,Pennsylvania
13267,COLONIAL SCHOOL DISTRICT,19731,140.0,Pennsylvania
13270,COLONIAL SCHOOL DISTRICT,19733,140.0,Pennsylvania
13276,COLONIAL SCHOOL DISTRICT,19801,140.0,Pennsylvania
13279,COLONIAL SCHOOL DISTRICT,19802,140.0,Pennsylvania
13285,COLONIAL SCHOOL DISTRICT,19804,140.0,Pennsylvania
13293,COLONIAL SCHOOL DISTRICT,19809,140.0,Pennsylvania
13563,HOWARD COUNTY PUBLIC SCHOOLS,20701,367.0,Maryland
13580,HOWARD COUNTY PUBLIC SCHOOLS,20723,367.0,Maryland
13602,HOWARD COUNTY PUBLIC SCHOOLS,20759,367.0,Maryland
13604,HOWARD COUNTY PUBLIC SCHOOLS,20763,367.0,Maryland
13612,HOWARD COUNTY PUBLIC SCHOOLS,20777,367.0,Maryland
13622,HOWARD COUNTY PUBLIC SCHOOLS,20794,367.0,Maryland
13630,HOWARD COUNTY PUBLIC SCHOOLS,20833,367.0,Maryland
13685,HOWARD COUNTY PUBLIC SCHOOLS,21029,367.0,Maryland
13691,HOWARD COUNTY PUBLIC SCHOOLS,21036,367.0,Maryland
13694,HOWARD COUNTY PUBLIC SCHOOLS,21042,367.0,Maryland
13696,HOWARD COUNTY PUBLIC SCHOOLS,21043,367.0,Maryland
13697,HOWARD COUNTY PUBLIC SCHOOLS,21044,367.0,Maryland
13698,HOWARD COUNTY PUBLIC SCHOOLS,21045,367.0,Maryland
13699,HOWARD COUNTY PUBLIC SCHOOLS,21046,367.0,Maryland
13714,HOWARD COUNTY PUBLIC SCHOOLS,21075,367.0,Maryland
13716,HOWARD COUNTY PUBLIC SCHOOLS,21076,367.0,Maryland
13732,HOWARD COUNTY PUBLIC SCHOOLS,21104,367.0,Maryland
13765,HOWARD COUNTY PUBLIC SCHOOLS,21163,367.0,Maryland
13935,HOWARD COUNTY PUBLIC SCHOOLS,21723,367.0,Maryland
13939,HOWARD COUNTY PUBLIC SCHOOLS,21737,367.0,Maryland
13940,HOWARD COUNTY PUBLIC SCHOOLS,21738,367.0,Maryland
13960,HOWARD COUNTY PUBLIC SCHOOLS,21771,367.0,Maryland
13976,HOWARD COUNTY PUBLIC SCHOOLS,21784,367.0,Maryland
13984,HOWARD COUNTY PUBLIC SCHOOLS,21794,367.0,Maryland
13987,HOWARD COUNTY PUBLIC SCHOOLS,21797,367.0,Maryland
14064,FALLS CHURCH CITY PUBLIC SCHOOLS,22042,444.0,Virginia
14066,FALLS CHURCH CITY PUBLIC SCHOOLS,22043,444.0,Virginia
14069,FALLS CHURCH CITY PUBLIC SCHOOLS,22044,444.0,Virginia
14071,FALLS CHURCH CITY PUBLIC SCHOOLS,22046,444.0,Virginia
14101,FALLS CHURCH CITY PUBLIC SCHOOLS,22205,444.0,Virginia
16151,FORSYTH COUNTY SCHOOLS,27009,191.0,Georgia
16155,FORSYTH COUNTY SCHOOLS,27012,191.0,Georgia
16162,FORSYTH COUNTY SCHOOLS,27019,191.0,Georgia
16167,FORSYTH COUNTY SCHOOLS,27021,191.0,Georgia
16170,FORSYTH COUNTY SCHOOLS,27023,191.0,Georgia
16180,FORSYTH COUNTY SCHOOLS,27040,191.0,Georgia
16184,FORSYTH COUNTY SCHOOLS,27043,191.0,Georgia
16187,FORSYTH COUNTY SCHOOLS,27045,191.0,Georgia
16192,FORSYTH COUNTY SCHOOLS,27050,191.0,Georgia
16194,FORSYTH COUNTY SCHOOLS,27051,191.0,Georgia
16195,FORSYTH COUNTY SCHOOLS,27052,191.0,Georgia
16203,FORSYTH COUNTY SCHOOLS,27101,191.0,Georgia
16204,FORSYTH COUNTY SCHOOLS,27103,191.0,Georgia
16205,FORSYTH COUNTY SCHOOLS,27104,191.0,Georgia
16206,FORSYTH COUNTY SCHOOLS,27105,191.0,Georgia
16207,FORSYTH COUNTY SCHOOLS,27106,191.0,Georgia
16209,FORSYTH COUNTY SCHOOLS,27107,191.0,Georgia
16210,FORSYTH COUNTY SCHOOLS,27109,191.0,Georgia
16211,FORSYTH COUNTY SCHOOLS,27110,191.0,Georgia
16213,FORSYTH COUNTY SCHOOLS,27127,191.0,Georgia
16261,FORSYTH COUNTY SCHOOLS,27265,191.0,Georgia
16272,FORSYTH COUNTY SCHOOLS,27284,191.0,Georgia
18154,FORSYTH COUNTY SCHOOL DISTRICT,30004,191.0,Georgia
18156,FORSYTH COUNTY SCHOOL DISTRICT,30005,191.0,Georgia
18178,FORSYTH COUNTY SCHOOL DISTRICT,30024,191.0,Georgia
18185,FORSYTH COUNTY SCHOOL DISTRICT,30028,191.0,Georgia
18199,FORSYTH COUNTY SCHOOL DISTRICT,30040,191.0,Georgia
18200,FORSYTH COUNTY SCHOOL DISTRICT,30041,191.0,Georgia
18256,FORSYTH COUNTY SCHOOL DISTRICT,30097,191.0,Georgia
18278,FORSYTH COUNTY SCHOOL DISTRICT,30107,191.0,Georgia
18628,FORSYTH COUNTY SCHOOL DISTRICT,30506,191.0,Georgia
18682,FORSYTH COUNTY SCHOOL DISTRICT,30534,191.0,Georgia
18973,DUBLIN CITY SCHOOL DISTRICT,31021,239.0,Ohio
20772,VESTAVIA HILLS CITY SCHOOL DISTRICT,35209,253.0,Alabama
20777,MOUNTAIN BROOK CITY SCHOOL DISTRICT,35210,43.0,Alabama
20778,VESTAVIA HILLS CITY SCHOOL DISTRICT,35210,253.0,Alabama
20785,MOUNTAIN BROOK CITY SCHOOL DISTRICT,35213,43.0,Alabama
20793,MOUNTAIN BROOK CITY SCHOOL DISTRICT,35216,43.0,Alabama
20795,VESTAVIA HILLS CITY SCHOOL DISTRICT,35216,253.0,Alabama
20807,MOUNTAIN BROOK CITY SCHOOL DISTRICT,35223,43.0,Alabama
20808,VESTAVIA HILLS CITY SCHOOL DISTRICT,35223,253.0,Alabama
20817,VESTAVIA HILLS CITY SCHOOL DISTRICT,35226,253.0,Alabama
20832,VESTAVIA HILLS CITY SCHOOL DISTRICT,35242,253.0,Alabama
20835,MOUNTAIN BROOK CITY SCHOOL DISTRICT,35243,43.0,Alabama
20837,VESTAVIA HILLS CITY SCHOOL DISTRICT,35243,253.0,Alabama
21794,WILLIAMSON COUNTY SCHOOL DISTRICT,37014,341.0,Tennessee
21812,WILLIAMSON COUNTY SCHOOL DISTRICT,37025,341.0,Tennessee
21816,WILLIAMSON COUNTY SCHOOL DISTRICT,37027,341.0,Tennessee
21839,WILLIAMSON COUNTY SCHOOL DISTRICT,37046,341.0,Tennessee
21862,WILLIAMSON COUNTY SCHOOL DISTRICT,37060,341.0,Tennessee
21865,WILLIAMSON COUNTY SCHOOL DISTRICT,37062,341.0,Tennessee
21868,WILLIAMSON COUNTY SCHOOL DISTRICT,37064,341.0,Tennessee
21872,WILLIAMSON COUNTY SCHOOL DISTRICT,37067,341.0,Tennessee
21875,WILLIAMSON COUNTY SCHOOL DISTRICT,37069,341.0,Tennessee
21948,WILLIAMSON COUNTY SCHOOL DISTRICT,37135,341.0,Tennessee
21990,WILLIAMSON COUNTY SCHOOL DISTRICT,37174,341.0,Tennessee
21995,WILLIAMSON COUNTY SCHOOL DISTRICT,37179,341.0,Tennessee
22030,WILLIAMSON COUNTY SCHOOL DISTRICT,37215,341.0,Tennessee
22037,WILLIAMSON COUNTY SCHOOL DISTRICT,37221,341.0,Tennessee
22785,WILLIAMSON COUNTY SCHOOL DISTRICT,38401,341.0,Tennessee
22830,WILLIAMSON COUNTY SCHOOL DISTRICT,38476,341.0,Tennessee
23175,HOUSTON SCHOOL DISTRICT,38850,362.0,Minnesota
23179,HOUSTON SCHOOL DISTRICT,38851,362.0,Minnesota
23194,HOUSTON SCHOOL DISTRICT,38860,362.0,Minnesota
23225,HOUSTON SCHOOL DISTRICT,38878,362.0,Minnesota
23320,CANTON PUBLIC SCHOOL DISTRICT,39045,149.0,Massachusetts
23322,CANTON PUBLIC SCHOOL DISTRICT,39046,149.0,Massachusetts
23348,CANTON PUBLIC SCHOOL DISTRICT,39071,149.0,Massachusetts
23388,CANTON PUBLIC SCHOOL DISTRICT,39110,149.0,Massachusetts
23847,HOUSTON SCHOOL DISTRICT,39751,362.0,Minnesota
23855,HOUSTON SCHOOL DISTRICT,39756,362.0,Minnesota
23877,HOUSTON SCHOOL DISTRICT,39776,362.0,Minnesota
24449,BELLEVUE INDEPENDENT SCHOOL DISTRICT,41071,189.0,Washington
24455,BELLEVUE INDEPENDENT SCHOOL DISTRICT,41073,189.0,Washington
24493,ASHLAND INDEPENDENT SCHOOL DISTRICT,41101,296.0,Massachusetts
24497,ASHLAND INDEPENDENT SCHOOL DISTRICT,41102,296.0,Massachusetts
24504,ASHLAND INDEPENDENT SCHOOL DISTRICT,41129,296.0,Massachusetts
25166,GRANVILLE EXEMPTED VILLAGE SCHOOL DISTRICT,43001,224.0,Ohio
25198,OLENTANGY LOCAL SCHOOL DISTRICT,43015,187.0,Ohio
25199,DUBLIN CITY SCHOOL DISTRICT,43015,239.0,Ohio
25203,OLENTANGY LOCAL SCHOOL DISTRICT,43016,187.0,Ohio
25205,DUBLIN CITY SCHOOL DISTRICT,43016,239.0,Ohio
25208,DUBLIN CITY SCHOOL DISTRICT,43017,239.0,Ohio
25215,OLENTANGY LOCAL SCHOOL DISTRICT,43021,187.0,Ohio
25221,GRANVILLE EXEMPTED VILLAGE SCHOOL DISTRICT,43023,224.0,Ohio
25226,GRANVILLE EXEMPTED VILLAGE SCHOOL DISTRICT,43025,224.0,Ohio
25231,DUBLIN CITY SCHOOL DISTRICT,43026,239.0,Ohio
25240,NEW ALBANY-PLAIN LOCAL SCHOOL DISTRICT,43031,392.0,Ohio
25247,OLENTANGY LOCAL SCHOOL DISTRICT,43035,187.0,Ohio
25279,NEW ALBANY-PLAIN LOCAL SCHOOL DISTRICT,43054,392.0,Ohio
25283,GRANVILLE EXEMPTED VILLAGE SCHOOL DISTRICT,43055,224.0,Ohio
25299,NEW ALBANY-PLAIN LOCAL SCHOOL DISTRICT,43062,392.0,Ohio
25303,DUBLIN CITY SCHOOL DISTRICT,43064,239.0,Ohio
25308,OLENTANGY LOCAL SCHOOL DISTRICT,43065,187.0,Ohio
25309,DUBLIN CITY SCHOOL DISTRICT,43065,239.0,Ohio
25328,OLENTANGY LOCAL SCHOOL DISTRICT,43074,187.0,Ohio
25352,OLENTANGY LOCAL SCHOOL DISTRICT,43081,187.0,Ohio
25353,NEW ALBANY-PLAIN LOCAL SCHOOL DISTRICT,43081,392.0,Ohio
25356,OLENTANGY LOCAL SCHOOL DISTRICT,43082,187.0,Ohio
25511,BEXLEY CITY SCHOOL DISTRICT,43209,356.0,Ohio
